sku_id,product_name,category,supplier,current_stock,unit_cost,daily_demand_avg,daily_demand_std,lead_time_days,open_purchase_orders,units_on_order,historical_demand_30d,historical_demand_90d,last_restock_date
SKU-00191,Precision Hard Hat 192,Industrial Supplies,TransGlobal Manufacturing,395,63.53,21.39,8.56,25,2,487,648,1893,2026-07-21
SKU-00192,Precision Zip Ties 310,Industrial Supplies,Union Square Fabricators,56,94.83,2.33,0.54,12,0,0,73,213,2026-08-24
SKU-00193,Slim Fit Socks (3-Pack) 734,Apparel,Evergreen Consumer Goods,169,66.71,8.03,1.67,11,2,101,238,699,2026-09-01
SKU-00194,Herbal Face Serum 782,Health & Beauty,Evergreen Consumer Goods,2003,30.14,17.01,7.09,14,0,0,554,1517,2026-07-11
SKU-00195,Ergonomic Notebook 478,Office Supplies,Meridian Distribution Co.,67,17.95,22.79,12.17,4,1,129,745,2108,2026-09-08
SKU-00196,Adjustable Stapler 921,Office Supplies,Delta Prime Wholesale,173,1.55,5.24,2.04,5,0,0,161,466,2026-08-13
SKU-00197,4K Hub 868,Electronics,Summit Logistics Partners,448,141.56,15.4,8.06,8,0,0,411,1185,2026-07-30
SKU-00198,Organic Pasta 930,Grocery & Consumables,Golden Valley Foods,32527,2.2,218.8,103.72,10,0,0,6628,19925,2026-06-04
SKU-00199,Standard Desk Organizer 324,Office Supplies,Meridian Distribution Co.,632,16.47,38.6,19.68,5,0,0,1002,3314,2026-08-17
SKU-00200,Retractable Desk Organizer 724,Office Supplies,Sterling Office Supply,34,5.88,8.65,1.77,16,2,219,260,795,2026-08-11
SKU-00201,Glow-in-the-Dark Model Kit 180,Toys & Games,Anchor Point Toys Inc.,152,16.05,3.99,0.57,16,1,123,115,353,2026-09-06
SKU-00202,Daily Body Wash 783,Health & Beauty,Evergreen Consumer Goods,106,4.62,4.38,0.91,6,0,0,142,430,2026-08-16
SKU-00203,Premium Cabin Filter 297,Automotive Parts,Ironclad Industrial Supply,130,37.71,3.6,0.47,21,2,73,107,319,2026-09-02
SKU-00204,Premium Stapler 554,Office Supplies,Delta Prime Wholesale,1121,16.91,8.82,6.05,7,0,0,263,788,2026-05-03
SKU-00205,Stainless Steel Utensil Set 932,Home & Kitchen,Clearwater Home Goods,295,14.53,15.89,8.04,8,0,0,561,1642,2026-08-16
SKU-00206,Dual-Band Speaker 617,Electronics,Summit Logistics Partners,22,108.83,4.27,0.99,7,3,59,127,383,2026-08-29
SKU-00207,Replacement Cabin Filter 640,Automotive Parts,Ironclad Industrial Supply,277,147.04,21.94,8.64,24,0,0,689,2121,2026-08-10
SKU-00208,Reusable Water Bottle 793,Home & Kitchen,TransGlobal Manufacturing,10,18.72,3.24,0.9,20,1,119,105,301,2026-08-23
SKU-00209,Glow-in-the-Dark Building Blocks 548,Toys & Games,Anchor Point Toys Inc.,96,9.84,4.17,0.41,19,0,0,124,388,2026-08-25
SKU-00210,Premium Brake Pads 484,Automotive Parts,Redline Auto Parts Ltd.,3298,12.51,13.97,2.64,35,0,0,433,1319,2026-07-05
SKU-00211,Wide-Format Whiteboard 393,Office Supplies,Sterling Office Supply,2679,4.35,42.46,9.3,4,0,0,1271,3636,2026-05-24
SKU-00212,Standard Headlight Bulb 701,Automotive Parts,Ironclad Industrial Supply,8,69.47,2.31,0.84,38,2,94,74,211,2026-07-01
SKU-00213,Reinforced Jump Rope 528,Sporting Goods,Pacific Rim Sourcing,665,15.13,4.24,0.6,18,1,120,130,395,2026-04-30
SKU-00214,Premium Stapler 841,Office Supplies,Meridian Distribution Co.,60,2.33,4.94,1.19,14,0,0,153,456,2026-08-24
SKU-00215,Rapid Webcam 531,Electronics,Pacific Rim Sourcing,332,239.64,16.58,1.99,31,0,0,513,1505,2026-08-07
SKU-00216,Whole Grain Granola 239,Grocery & Consumables,Evergreen Consumer Goods,211,11.88,38.13,16.74,8,1,388,884,3003,2026-09-07
SKU-00217,Silicone Mixing Bowl Set 450,Home & Kitchen,Clearwater Home Goods,59,9.98,3.29,0.68,34,0,0,97,305,2026-09-08
SKU-00218,High-Torque Respirator Mask 453,Industrial Supplies,Union Square Fabricators,45,110.23,1.56,0.91,7,0,0,38,127,2026-09-08
SKU-00219,Ceramic Mixing Bowl Set 798,Home & Kitchen,Northgate Wholesale,563,137.45,17.19,1.61,38,0,0,519,1521,2026-08-04
SKU-00220,Daily Multivitamin 121,Health & Beauty,Vantage Health Products,755,11.97,148.74,54.67,8,2,1707,4678,14444,2026-09-04
SKU-00221,Remote Control Board Game 161,Toys & Games,BlueHarbor Trading,96,25.47,7.87,3.51,20,1,259,225,683,2026-08-11
SKU-00222,Whole Grain Trail Mix 556,Grocery & Consumables,Evergreen Consumer Goods,2023,1.73,52.99,15.76,28,0,0,1474,4469,2026-07-20
SKU-00223,Synthetic Serpentine Belt 808,Automotive Parts,Union Square Fabricators,31,21.04,1.67,0.23,10,0,0,49,149,2026-08-05
SKU-00224,Industrial-Grade Zip Ties 516,Industrial Supplies,TransGlobal Manufacturing,46,101.69,2.01,1.12,55,0,0,72,188,2026-08-18
SKU-00225,USB-C Power Bank 150,Electronics,Summit Logistics Partners,103,176.28,5.93,6.18,15,1,89,122,394,2026-07-20
SKU-00226,Wide-Format Paper Shredder 433,Office Supplies,Meridian Distribution Co.,1894,14.88,22.0,2.28,9,0,0,646,1920,2026-06-28
SKU-00227,Multi-Pack Desk Organizer 355,Office Supplies,Meridian Distribution Co.,3224,1.18,107.45,18.89,6,2,748,3086,9152,2026-08-04
SKU-00228,Standard Work Gloves 888,Industrial Supplies,Ironclad Industrial Supply,103,56.46,38.56,41.09,19,2,608,1213,3612,2026-08-25
SKU-00229,Women's Hoodie 848,Apparel,BlueHarbor Trading,18997,6.23,115.42,61.66,19,0,0,3351,10182,2026-04-20
SKU-00230,Industrial-Grade Zip Ties 771,Industrial Supplies,Union Square Fabricators,5700,111.79,34.16,7.03,21,0,0,1045,3151,2026-06-18
SKU-00231,Premium Desk Organizer 300,Office Supplies,Meridian Distribution Co.,4628,2.7,134.86,17.87,6,0,0,4197,12495,2026-07-23
SKU-00232,Extra Virgin Almond Butter 160,Grocery & Consumables,Delta Prime Wholesale,2186,2.19,15.0,5.97,6,0,0,451,1351,2026-05-31
SKU-00233,All-Weather Oil Filter 894,Automotive Parts,Union Square Fabricators,71,131.94,2.19,0.74,35,0,0,63,186,2026-09-03
SKU-00234,Sulfate-Free Moisturizer 583,Health & Beauty,Meridian Distribution Co.,504,4.96,7.96,3.34,5,0,0,267,828,2026-05-11
SKU-00235,Dual-Band Cable 138,Electronics,TransGlobal Manufacturing,387,48.16,20.56,14.89,29,0,0,637,1752,2026-07-22
SKU-00236,Galvanized Respirator Mask 816,Industrial Supplies,Ironclad Industrial Supply,74,245.05,2.4,0.88,44,0,0,60,193,2026-08-15
SKU-00237,Adjustable Yoga Mat 327,Sporting Goods,Pacific Rim Sourcing,377,46.08,23.83,5.86,20,1,687,690,2190,2026-07-18
SKU-00238,Plush Board Game 932,Toys & Games,BlueHarbor Trading,373,6.52,17.51,7.53,15,1,252,508,1424,2026-08-06
SKU-00239,Family Size Rice 335,Grocery & Consumables,Golden Valley Foods,1470,14.56,59.34,6.74,7,0,0,1727,5470,2026-08-24
SKU-00240,Junior Tent (4-Person) 298,Sporting Goods,Pacific Rim Sourcing,55,27.19,2.75,0.28,23,1,52,82,248,2026-08-20
SKU-00241,Thermal Leggings 746,Apparel,BlueHarbor Trading,1111,82.15,6.16,1.23,19,0,0,185,564,2026-04-23
SKU-00242,Heavy-Duty Serpentine Belt 453,Automotive Parts,Union Square Fabricators,84,24.07,2.61,0.54,17,0,0,77,235,2026-07-30
SKU-00243,Ceramic Brake Pads 336,Automotive Parts,Union Square Fabricators,649,59.52,28.08,9.0,12,3,492,841,2476,2026-08-22
SKU-00244,Hydrating Toothpaste 961,Health & Beauty,Evergreen Consumer Goods,235,16.42,35.92,6.12,9,2,629,1075,3221,2026-08-26
SKU-00245,Bluetooth Cable 996,Electronics,Apex Electronics Group,2384,56.14,14.72,7.44,20,0,0,433,1246,2026-07-08
SKU-00246,Thermal Hoodie 641,Apparel,Evergreen Consumer Goods,294,42.98,8.9,2.48,16,0,0,282,873,2026-08-01
SKU-00247,Wide-Format Paper Shredder 620,Office Supplies,Sterling Office Supply,249,21.73,7.76,3.93,6,0,0,223,661,2026-07-21
SKU-00248,4K Speaker 691,Electronics,Pacific Rim Sourcing,30,122.44,1.6,0.64,28,0,0,47,140,2026-07-22
SKU-00249,Sparkling Sparkling Water 332,Grocery & Consumables,Evergreen Consumer Goods,8749,3.53,61.15,45.63,19,0,0,1791,5171,2026-06-04
SKU-00250,4K Speaker 375,Electronics,Pacific Rim Sourcing,757,28.76,22.79,10.52,25,0,0,597,1875,2026-08-11
SKU-00251,Heavy-Duty Cable Ties 256,Industrial Supplies,Ironclad Industrial Supply,70,119.73,1.91,0.41,18,0,0,59,170,2026-08-29
SKU-00252,Slim Fit Hoodie 242,Apparel,BlueHarbor Trading,2646,8.73,122.14,34.39,11,2,1636,3762,11838,2026-08-07
SKU-00253,Build-Your-Own Board Game 575,Toys & Games,BlueHarbor Trading,79,17.84,5.84,2.46,15,2,152,181,506,2026-08-19
SKU-00254,Sulfate-Free Body Wash 362,Health & Beauty,Evergreen Consumer Goods,4534,17.73,113.91,10.06,8,0,0,3485,9910,2026-09-07
SKU-00255,Foldable Dumbbell Set 149,Sporting Goods,Pacific Rim Sourcing,10,23.13,3.46,0.81,23,0,0,101,297,2026-08-13
SKU-00256,Collapsible Dish Rack 528,Home & Kitchen,Northgate Wholesale,73,77.49,2.26,0.24,20,2,55,68,211,2026-08-25
SKU-00257,Fair Trade Granola 582,Grocery & Consumables,Delta Prime Wholesale,6534,17.18,222.91,61.03,7,0,0,6137,19236,2026-08-16
SKU-00258,Vitamin C Face Mask 807,Health & Beauty,Vantage Health Products,256,4.33,6.22,2.28,25,0,0,218,603,2026-08-15
SKU-00259,Fragrance-Free Face Serum 753,Health & Beauty,Vantage Health Products,922,9.41,10.8,2.21,9,0,0,329,967,2026-05-24
SKU-00260,4K Cable 910,Electronics,TransGlobal Manufacturing,90,180.25,3.7,2.3,22,0,0,115,364,2026-08-21
SKU-00261,Universal Wiper Blades 387,Automotive Parts,Ironclad Industrial Supply,14,13.57,1.33,1.43,16,0,0,39,121,2026-08-21
SKU-00262,Fair Trade Rice 906,Grocery & Consumables,Delta Prime Wholesale,1222,10.8,30.4,2.9,6,0,0,904,2852,2026-07-27
SKU-00263,Cotton Hoodie 156,Apparel,Pacific Rim Sourcing,3669,84.41,94.82,70.43,37,0,0,2642,8280,2026-09-02
SKU-00264,Wireless Monitor 301,Electronics,Pacific Rim Sourcing,1166,45.87,25.92,3.03,53,0,0,771,2280,2026-08-11
SKU-00265,Non-Stick Food Container 771,Home & Kitchen,Clearwater Home Goods,33,45.66,1.87,2.02,33,0,0,66,205,2026-08-05
SKU-00266,Plush RC Car 285,Toys & Games,Pacific Rim Sourcing,335,50.68,16.24,9.79,14,0,0,510,1447,2026-08-31
SKU-00267,Reusable Water Bottle 938,Home & Kitchen,Northgate Wholesale,240,62.69,5.66,0.58,16,0,0,175,517,2026-07-27
SKU-00268,Quick-Dry Bike Helmet 238,Sporting Goods,Pacific Rim Sourcing,98,9.39,3.55,1.57,18,0,0,112,326,2026-07-20
SKU-00269,Performance Shorts 661,Apparel,Pacific Rim Sourcing,171,8.21,7.99,6.51,38,2,524,224,720,2026-08-08
SKU-00270,Reusable Utensil Set 426,Home & Kitchen,Clearwater Home Goods,2558,35.8,60.21,50.38,12,0,0,1744,5521,2026-07-30
SKU-00271,Ceramic Mixing Bowl Set 810,Home & Kitchen,Northgate Wholesale,787,19.87,31.52,20.12,5,0,0,865,2685,2026-08-04
SKU-00272,Heavy-Duty Sticky Notes 612,Office Supplies,Sterling Office Supply,764,2.05,23.09,9.46,7,0,0,769,2327,2026-09-05
SKU-00273,Ceramic Air Filter 743,Automotive Parts,Union Square Fabricators,270,66.6,13.52,2.63,7,1,163,425,1222,2026-07-30
SKU-00274,Classic Fit Windbreaker 254,Apparel,Evergreen Consumer Goods,260,8.15,13.78,10.54,5,0,0,493,1278,2026-07-20
SKU-00275,Fragrance-Free Multivitamin 327,Health & Beauty,Evergreen Consumer Goods,537,14.89,22.42,9.18,17,3,611,671,2070,2026-07-22
SKU-00276,Smart Webcam 656,Electronics,Pacific Rim Sourcing,64,443.44,23.37,7.9,32,0,0,690,2126,2026-06-29
SKU-00277,All-Terrain Dumbbell Set 953,Sporting Goods,Coastal Sports & Outdoor,57,10.28,2.49,0.63,46,0,0,72,204,2026-08-31
SKU-00278,Reinforced Extension Cord 966,Industrial Supplies,TransGlobal Manufacturing,42,24.38,2.99,1.3,19,0,0,88,270,2026-08-22
SKU-00279,Cast Iron Storage Bin 463,Home & Kitchen,Northgate Wholesale,5,54.31,7.19,1.78,12,2,148,213,675,2026-08-22
SKU-00280,All-Terrain Tent (4-Person) 473,Sporting Goods,Coastal Sports & Outdoor,1129,30.44,62.06,20.98,10,3,508,1948,5401,2026-07-20
SKU-00281,Wide-Format Label Maker 143,Office Supplies,Meridian Distribution Co.,1090,24.32,25.07,5.0,14,0,0,783,2137,2026-08-20
SKU-00282,Rapid Cable 148,Electronics,Apex Electronics Group,2163,225.46,70.13,22.87,13,1,928,2235,6723,2026-07-30
SKU-00283,Lightweight Shorts 252,Apparel,Evergreen Consumer Goods,159,27.49,6.12,6.7,9,0,0,190,540,2026-08-12
SKU-00284,Single Serve Pasta 256,Grocery & Consumables,Evergreen Consumer Goods,1959,14.93,43.62,17.03,12,0,0,1184,3705,2026-08-16
SKU-00285,Collectible Building Blocks 724,Toys & Games,BlueHarbor Trading,112,18.57,4.98,1.8,10,0,0,143,424,2026-08-23
SKU-00286,Reinforced Basketball 200,Sporting Goods,Pacific Rim Sourcing,51,54.26,1.78,0.3,27,0,0,55,164,2026-08-04
SKU-00287,4K Speaker 754,Electronics,Pacific Rim Sourcing,447,41.93,2.73,1.57,29,0,0,79,226,2026-05-04
SKU-00288,Multi-Pack Label Maker 205,Office Supplies,Delta Prime Wholesale,181,2.75,6.72,1.99,6,0,0,186,562,2026-08-16
SKU-00289,Men's Polo 589,Apparel,BlueHarbor Trading,5105,21.25,140.5,33.0,46,0,0,4129,12727,2026-07-20
SKU-00290,Build-Your-Own Stuffed Animal 863,Toys & Games,Anchor Point Toys Inc.,43,15.33,6.15,0.62,14,1,65,187,552,2026-08-18
SKU-00291,SPF 30 Moisturizer 978,Health & Beauty,Vantage Health Products,547,22.42,13.28,1.27,22,2,498,403,1187,2026-08-24
SKU-00292,Universal Cabin Filter 300,Automotive Parts,Ironclad Industrial Supply,138,42.61,14.6,6.69,19,3,463,384,1230,2026-08-23
SKU-00293,Daily Face Serum 441,Health & Beauty,Meridian Distribution Co.,114,6.6,4.52,4.49,10,0,0,168,475,2026-09-07
SKU-00294,Replacement Battery 718,Automotive Parts,Redline Auto Parts Ltd.,321,27.75,9.92,3.43,19,0,0,317,920,2026-08-26
SKU-00295,Standard Headlight Bulb 285,Automotive Parts,Ironclad Industrial Supply,43,168.61,1.3,0.28,28,0,0,38,112,2026-08-26
SKU-00296,Classic Fit Shorts 379,Apparel,Evergreen Consumer Goods,1640,67.49,76.45,44.99,12,0,0,2192,6739,2026-08-11
SKU-00297,Adjustable Cutting Board 622,Home & Kitchen,TransGlobal Manufacturing,213,38.3,13.16,2.82,17,3,377,398,1236,2026-08-15
SKU-00298,Heavy-Duty Label Maker 265,Office Supplies,Sterling Office Supply,89,9.4,30.7,17.45,3,0,0,743,2271,2026-09-08
SKU-00299,Wooden Action Figure 508,Toys & Games,BlueHarbor Trading,665,11.93,21.41,1.93,17,0,0,655,2000,2026-09-03
SKU-00300,USB-C Cable 444,Electronics,TransGlobal Manufacturing,778,189.19,4.13,1.12,20,0,0,120,377,2026-05-29
SKU-00301,Heavy-Duty Extension Cord 243,Industrial Supplies,TransGlobal Manufacturing,733,399.2,17.08,13.25,27,0,0,630,1953,2026-08-05
SKU-00302,Bamboo Utensil Set 831,Home & Kitchen,TransGlobal Manufacturing,202,50.53,6.37,0.72,19,2,185,191,582,2026-08-23
SKU-00303,Roasted Rice 305,Grocery & Consumables,Golden Valley Foods,126,1.86,13.77,4.14,10,3,259,417,1259,2026-08-27
SKU-00304,Cotton Joggers 897,Apparel,Evergreen Consumer Goods,865,7.05,9.49,8.76,6,0,0,311,960,2026-07-16
SKU-00305,Gluten-Free Trail Mix 618,Grocery & Consumables,Delta Prime Wholesale,876,1.29,21.8,4.1,9,0,0,650,2003,2026-07-23
SKU-00306,Impact-Resistant Water Bottle 458,Sporting Goods,Northgate Wholesale,769,155.95,18.89,4.64,35,0,0,596,1824,2026-07-20
SKU-00307,Classic Fit Leggings 570,Apparel,BlueHarbor Trading,243,15.31,15.43,6.08,35,0,0,421,1359,2026-08-02
SKU-00308,Smart Power Bank 832,Electronics,Pacific Rim Sourcing,651,366.29,17.17,4.19,21,0,0,547,1550,2026-08-22
SKU-00309,Mini Puzzle (500pc) 621,Toys & Games,Pacific Rim Sourcing,121,60.93,3.7,0.45,23,0,0,112,348,2026-08-10
SKU-00310,Classic Fit Polo 100,Apparel,Evergreen Consumer Goods,2737,65.63,95.24,37.87,11,0,0,2977,8421,2026-08-28
SKU-00311,Fragrance-Free Toothpaste 366,Health & Beauty,Meridian Distribution Co.,150,22.47,6.21,2.95,14,0,0,169,512,2026-07-24
SKU-00312,Mini Puzzle (500pc) 309,Toys & Games,Anchor Point Toys Inc.,621,21.02,22.4,5.37,13,0,0,655,1929,2026-08-27
SKU-00313,Cast Iron Water Bottle 186,Home & Kitchen,Northgate Wholesale,3,9.24,3.11,0.77,6,0,0,87,259,2026-09-01
SKU-00314,Ergonomic Sticky Notes 515,Office Supplies,Sterling Office Supply,2324,1.47,75.27,44.09,24,0,0,2131,7011,2026-07-21
SKU-00315,High-Performance Oil Filter 507,Automotive Parts,Redline Auto Parts Ltd.,64,135.88,2.79,0.72,13,0,0,79,241,2026-08-01
SKU-00316,OEM-Spec Floor Mats 942,Automotive Parts,Union Square Fabricators,78,84.13,1.8,1.38,39,0,0,48,166,2026-08-17
SKU-00317,Heavy-Duty Headlight Bulb 976,Automotive Parts,Union Square Fabricators,529,105.39,13.89,6.81,18,0,0,436,1303,2026-08-25
SKU-00318,Adjustable Desk Organizer 354,Office Supplies,Sterling Office Supply,207,3.62,6.75,5.88,4,0,0,190,555,2026-07-24
SKU-00319,Classic Fit Windbreaker 326,Apparel,Pacific Rim Sourcing,13,10.86,4.65,1.64,24,3,220,132,393,2026-08-19
SKU-00320,Family Size Protein Bars 731,Grocery & Consumables,Evergreen Consumer Goods,207,5.54,52.01,4.83,8,0,0,1538,4658,2026-09-02
SKU-00321,Vitamin C Body Wash 458,Health & Beauty,Vantage Health Products,259,44.69,6.05,4.7,36,0,0,168,501,2026-08-12
SKU-00322,High-Performance Wiper Blades 510,Automotive Parts,Ironclad Industrial Supply,397,23.64,15.86,8.63,14,0,0,467,1411,2026-07-20
SKU-00323,Retractable Binder Clips 975,Office Supplies,Delta Prime Wholesale,18,12.71,6.77,0.81,5,0,0,197,590,2026-09-09
SKU-00324,Roasted Pasta 471,Grocery & Consumables,Delta Prime Wholesale,4867,7.52,29.1,7.02,6,0,0,810,2543,2026-06-08
SKU-00325,Gluten-Free Rice 435,Grocery & Consumables,Evergreen Consumer Goods,8282,1.19,77.44,42.47,28,0,0,2557,7378,2026-07-18
SKU-00326,All-Terrain Camping Chair 162,Sporting Goods,Pacific Rim Sourcing,711,15.55,16.46,2.01,20,0,0,508,1450,2026-07-19
SKU-00327,Advanced Toothpaste 274,Health & Beauty,Evergreen Consumer Goods,48,25.17,24.01,3.91,23,2,636,702,2105,2026-08-10
SKU-00328,Galvanized Zip Ties 453,Industrial Supplies,Ironclad Industrial Supply,15,80.49,4.0,0.43,33,2,213,123,359,2026-07-28
SKU-00329,Dual-Band Earbuds 349,Electronics,Summit Logistics Partners,392,18.16,47.39,21.87,10,0,0,1582,4499,2026-09-01
SKU-00330,Family Size Tea Bags 369,Grocery & Consumables,Delta Prime Wholesale,149,1.09,9.24,2.88,7,0,0,260,794,2026-09-05
SKU-00331,Reusable Skillet 879,Home & Kitchen,TransGlobal Manufacturing,762,17.1,5.58,2.35,29,0,0,157,471,2026-05-07
SKU-00332,Stainless Steel Skillet 466,Home & Kitchen,Clearwater Home Goods,316,14.7,20.12,3.91,28,2,1059,601,1823,2026-07-24
SKU-00333,High-Performance Oil Filter 570,Automotive Parts,Union Square Fabricators,1082,171.94,41.31,4.12,10,0,0,1235,3894,2026-07-18
SKU-00334,Wooden Board Game 780,Toys & Games,BlueHarbor Trading,82,12.08,2.23,0.84,12,0,0,65,202,2026-08-18
SKU-00335,Insulated Skillet 214,Home & Kitchen,Northgate Wholesale,490,12.45,3.49,0.38,6,0,0,108,320,2026-05-20
SKU-00336,Interactive Building Blocks 585,Toys & Games,Pacific Rim Sourcing,3507,21.2,81.61,44.46,20,0,0,2538,7713,2026-08-29
SKU-00337,Thermal Leggings 714,Apparel,Evergreen Consumer Goods,2793,39.88,27.91,5.26,10,0,0,800,2512,2026-05-05
SKU-00338,Herbal Multivitamin 969,Health & Beauty,Evergreen Consumer Goods,4794,8.13,115.61,24.78,12,0,0,3377,9785,2026-07-30
SKU-00339,Fragrance-Free Lip Balm 458,Health & Beauty,Meridian Distribution Co.,494,45.86,17.62,3.7,9,0,0,537,1664,2026-09-03
SKU-00340,High-Performance Cabin Filter 946,Automotive Parts,Redline Auto Parts Ltd.,168,16.26,5.34,2.9,8,0,0,181,546,2026-08-05
SKU-00341,Glow-in-the-Dark Model Kit 301,Toys & Games,Pacific Rim Sourcing,56,18.89,3.58,0.59,17,0,0,104,327,2026-08-27
SKU-00342,Gentle Lip Balm 503,Health & Beauty,Evergreen Consumer Goods,6386,6.78,147.62,82.75,7,1,1691,4611,13860,2026-08-29
SKU-00343,Standard Serpentine Belt 463,Automotive Parts,Ironclad Industrial Supply,97,233.48,2.53,0.43,27,3,109,74,212,2026-08-25
SKU-00344,Deluxe Art Kit 315,Toys & Games,Anchor Point Toys Inc.,4214,60.75,24.58,8.27,19,0,0,679,2116,2026-07-21
SKU-00345,Adjustable Desk Organizer 761,Office Supplies,Meridian Distribution Co.,71,4.86,3.38,1.69,6,0,0,106,320,2026-07-31
SKU-00346,High-Torque Cable Ties 200,Industrial Supplies,Union Square Fabricators,123,354.26,4.07,0.5,23,0,0,118,378,2026-08-10
SKU-00347,Anti-Static Pallet Wrap 401,Industrial Supplies,TransGlobal Manufacturing,437,130.69,10.59,4.9,17,0,0,340,1002,2026-08-27
SKU-00348,Daily Shampoo 322,Health & Beauty,Meridian Distribution Co.,964,10.05,24.68,5.74,5,0,0,748,2247,2026-07-20
SKU-00349,Cotton T-Shirt 670,Apparel,Pacific Rim Sourcing,1217,33.42,63.35,26.94,19,0,0,1905,5620,2026-08-14
SKU-00350,Cotton T-Shirt 571,Apparel,Evergreen Consumer Goods,267,6.77,9.76,1.54,20,0,0,287,870,2026-09-06
SKU-00351,Classic Fit Windbreaker 515,Apparel,BlueHarbor Trading,315,19.09,18.4,8.71,15,2,426,561,1718,2026-08-09
SKU-00352,Adjustable Cutting Board 883,Home & Kitchen,TransGlobal Manufacturing,1255,148.64,5.05,3.32,26,0,0,159,453,2026-06-08
SKU-00353,Premium Cabin Filter 672,Automotive Parts,Ironclad Industrial Supply,146,17.21,2.19,0.27,10,0,0,65,193,2026-06-23
SKU-00354,Hydrating Moisturizer 473,Health & Beauty,Meridian Distribution Co.,667,19.58,5.61,3.0,6,0,0,146,465,2026-07-04
SKU-00355,Adjustable Label Maker 991,Office Supplies,Meridian Distribution Co.,5,33.65,2.95,1.32,11,0,0,79,261,2026-09-03
SKU-00356,Silicone Cookie Sheet 131,Home & Kitchen,Clearwater Home Goods,113,67.44,5.99,1.19,7,0,0,181,553,2026-08-26
SKU-00357,Premium Brake Pads 841,Automotive Parts,Redline Auto Parts Ltd.,146,65.17,7.32,1.86,25,1,263,201,621,2026-08-28
SKU-00358,Classic Fit Jacket 529,Apparel,Evergreen Consumer Goods,46,19.14,15.2,3.98,18,2,272,431,1264,2026-08-30
SKU-00359,Smart Cable 135,Electronics,Apex Electronics Group,289,320.26,15.37,14.61,24,0,0,493,1446,2026-08-28
SKU-00360,Smart Webcam 768,Electronics,TransGlobal Manufacturing,55,278.0,2.73,2.31,29,0,0,84,230,2026-08-09
SKU-00361,Retractable File Folders 723,Office Supplies,Delta Prime Wholesale,177,26.07,8.01,1.38,35,0,0,237,738,2026-08-31
SKU-00362,Roasted Granola 920,Grocery & Consumables,Evergreen Consumer Goods,151,1.34,8.69,3.91,12,2,204,282,856,2026-08-04
SKU-00363,Heavy-Duty File Folders 159,Office Supplies,Delta Prime Wholesale,292,5.51,33.86,17.27,10,1,515,1055,3274,2026-08-27
SKU-00364,Standard Paper Shredder 821,Office Supplies,Sterling Office Supply,2029,25.92,74.4,15.37,30,3,2455,2169,6642,2026-09-02
SKU-00365,Industrial-Grade Respirator Mask 281,Industrial Supplies,Ironclad Industrial Supply,29,16.23,2.52,0.59,13,2,60,72,217,2026-08-19
SKU-00366,Fleece Leggings 151,Apparel,Evergreen Consumer Goods,1422,18.12,32.69,31.24,41,1,1936,1158,3423,2026-09-04
SKU-00367,Plush Board Game 412,Toys & Games,Pacific Rim Sourcing,202,27.66,5.27,0.58,15,0,0,159,461,2026-07-28
SKU-00368,Smart Speaker 816,Electronics,Apex Electronics Group,142,597.51,3.26,0.96,20,0,0,95,278,2026-08-29
SKU-00369,Collectible Board Game 969,Toys & Games,Anchor Point Toys Inc.,82,24.1,1.98,1.6,25,3,85,61,189,2026-09-07
SKU-00370,Junior Camping Chair 143,Sporting Goods,Coastal Sports & Outdoor,49,14.15,2.97,0.6,19,0,0,88,267,2026-07-29
SKU-00371,Vitamin C Moisturizer 804,Health & Beauty,Evergreen Consumer Goods,209,23.41,38.55,12.47,11,1,734,1118,3367,2026-08-31
SKU-00372,Standard Respirator Mask 314,Industrial Supplies,Union Square Fabricators,78,58.19,38.94,30.9,14,2,558,1170,3449,2026-08-15
SKU-00373,Collectible RC Car 468,Toys & Games,BlueHarbor Trading,3,35.92,1.68,0.59,14,3,22,55,168,2026-08-12
SKU-00374,Thermal Polo 961,Apparel,Pacific Rim Sourcing,440,10.95,11.41,1.76,16,0,0,352,999,2026-09-06
SKU-00375,Industrial-Grade Zip Ties 494,Industrial Supplies,TransGlobal Manufacturing,1189,40.1,7.76,1.06,22,0,0,220,686,2026-06-23
SKU-00376,Fair Trade Sparkling Water 601,Grocery & Consumables,Golden Valley Foods,4572,2.9,114.82,95.07,10,1,973,3085,9977,2026-09-07
SKU-00377,Lightweight Shorts 744,Apparel,BlueHarbor Trading,5141,33.73,29.01,5.13,24,0,0,823,2595,2026-05-01
SKU-00378,Bulk Safety Goggles 807,Industrial Supplies,Ironclad Industrial Supply,6,62.48,2.85,1.43,12,1,26,83,273,2026-08-23
SKU-00379,Reinforced Resistance Bands 876,Sporting Goods,Coastal Sports & Outdoor,311,8.9,11.62,2.28,41,0,0,363,1103,2026-07-27
SKU-00380,SPF 30 Moisturizer 992,Health & Beauty,Evergreen Consumer Goods,703,42.16,7.0,3.27,8,0,0,188,532,2026-04-30
SKU-00381,Stainless Steel Knife Set 597,Home & Kitchen,Northgate Wholesale,986,48.27,58.12,33.39,8,0,0,1531,4643,2026-08-18
SKU-00382,Standard Pallet Wrap 453,Industrial Supplies,Union Square Fabricators,33,20.19,2.06,1.08,21,0,0,68,186,2026-07-25
SKU-00383,Educational RC Car 262,Toys & Games,BlueHarbor Trading,671,8.37,19.21,14.35,16,0,0,483,1537,2026-07-31
